0.000977, 0.26709, 0.966309
-0.074707, 0.211914, 0.943359
-0.030273, 0.251465, 0.987793
-0.020508, 0.256836, 0.970215
-0.081055, 0.203125, 0.956543
0.016602, 0.268555, 0.979004
-0.086914, 0.249023, 0.975586
-0.086426, 0.193848, 0.964356
0.009766, 0.262695, 0.98877
-0.085449, 0.191406, 0.961426
-0.003906, 0.262207, 0.994629
-0.050293, 0.22998, 0.963379
-0.0625, 0.219238, 0.973633
0, 0.260742, 0.984863
-0.09082, 0.175781, 0.953613
-0.003418, 0.265625, 0.987305
-0.087891, 0.207031, 0.954102
-0.023438, 0.251465, 0.996094
-0.030762, 0.246582, 0.961426
-0.067383, 0.208496, 0.948242
0.006348, 0.228516, 0.974121
-0.022461, 0.244629, 0.967285
-0.067871, 0.204102, 0.968262
0.004395, 0.258789, 0.984863
-0.09375, 0.188965, 0.961914
0.008789, 0.257324, 0.996094
-0.060059, 0.224609, 0.964844
-0.04541, 0.231934, 0.986328
-0.013672, 0.254395, 0.972168
-0.089355, 0.178711, 0.966309
0.005371, 0.269531, 0.991211
-0.086426, 0.207031, 0.954102
-0.017578, 0.254883, 0.995117
-0.048828, 0.241211, 0.98584
-0.062012, 0.208984, 0.944336
-0.033203, 0.243652, 0.981934
-0.030762, 0.245117, 0.967773
-0.065918, 0.200684, 0.975098
0.006836, 0.26709, 0.975586
-0.084961, 0.195801, 0.953613
0.001465, 0.257324, 0.988281
-0.061523, 0.219727, 0.969727
-0.055176, 0.216309, 0.977051
-0.012695, 0.262207, 0.987305
-0.080078, 0.18457, 0.969727
0.011719, 0.272461, 0.98291
-0.070313, 0.206055, 0.953613
-0.022461, 0.260254, 0.947266
-0.049316, 0.275391, 0.986328
-0.068848, 0.210449, 0.959961
-0.033691, 0.260742, 0.987305
-0.031738, 0.242188, 0.966309
-0.062988, 0.213379, 0.966309
0.002441, 0.254395, 0.975098
-0.079102, 0.197266, 0.950684
-0.010254, 0.266113, 0.984863
-0.06543, 0.210449, 0.960449
-0.048828, 0.238281, 0.988281
-0.019531, 0.234863, 0.975098
-0.075195, 0.197266, 0.964844
0.005371, 0.259766, 0.985352
-0.071777, 0.196777, 0.98291
-0.023926, 0.273926, 0.956543
-0.04834, 0.268555, 0.991699
-0.072754, 0.189941, 0.95459
-0.022461, 0.284668, 0.992676
-0.028809, 0.225098, 0.964844
-0.05957, 0.224609, 0.981934
-0.003906, 0.248047, 0.971191
-0.086914, 0.191406, 0.961426
0.00293, 0.279785, 0.987305
-0.076172, 0.192871, 0.952148
-0.02832, 0.257324, 0.995117
-0.021973, 0.239258, 0.972168
-0.082031, 0.195313, 0.969727
0.012207, 0.271973, 0.981934
-0.101074, 0.173828, 0.97168
-0.011719, 0.181641, 0.950684
0.016113, 0.279297, 0.981934
-0.089844, 0.192871, 0.951172
0.002441, 0.274902, 0.993652
-0.036621, 0.229492, 0.966797
-0.064453, 0.21582, 0.973633
0.007813, 0.258789, 0.990234
-0.091797, 0.171387, 0.967285
0.013672, 0.273438, 0.999023
-0.081055, 0.219238, 0.970703
-0.024902, 0.237793, 0.990234
-0.020508, 0.254395, 0.967773
-0.080078, 0.190918, 0.96582
0.015137, 0.272949, 0.98291
-0.115234, 0.247559, 0.96582
-0.070801, 0.199707, 0.967773
0.025879, 0.275391, 0.991211
-0.093262, 0.194824, 0.933594
-0.010254, 0.265137, 0.981445
-0.037598, 0.240723, 0.96582
-0.066895, 0.228027, 0.979004
-0.001465, 0.252441, 0.979492
-0.086426, 0.1875, 0.96875
0.016113, 0.260742, 1.007813
-0.071289, 0.211426, 0.962891
-0.028809, 0.241699, 0.98584
-0.02832, 0.237793, 0.980469
-0.070801, 0.204102, 0.952637
0.007324, 0.222656, 0.992188
-0.003906, 0.24707, 0.964844
-0.083008, 0.195801, 0.963379
0.015137, 0.268066, 0.978027
-0.094727, 0.197266, 0.946289
-0.01416, 0.270508, 0.98877
-0.065918, 0.236328, 0.952637
-0.05127, 0.231445, 0.976563
-0.005371, 0.265625, 0.976563
-0.083984, 0.187988, 0.953613
0.016113, 0.277344, 0.983887
-0.074219, 0.200195, 0.95752
-0.018555, 0.249512, 0.99707
-0.042969, 0.233887, 0.978027
-0.065918, 0.194824, 0.969727
-0.024414, 0.240234, 1.004883
-0.035645, 0.240723, 0.963379
-0.066895, 0.196777, 0.965332
0.005371, 0.274902, 0.984375
-0.09375, 0.185547, 0.950195
-0.006348, 0.258301, 0.989746
-0.068848, 0.236328, 0.960449
-0.041504, 0.227051, 0.978027
