-0.001953, 0.214844, 0.964356
-0.036621, 0.187012, 0.971191
0.020996, 0.233398, 0.988281
-0.03125, 0.185059, 0.981445
-0.000977, 0.208496, 0.984863
-0.020508, 0.197266, 0.966309
-0.014648, 0.209473, 0.987793
-0.001953, 0.231934, 0.974609
-0.040039, 0.187012, 0.960449
0.018066, 0.199707, 0.976563
0.01123, 0.235352, 0.986816
-0.046387, 0.189941, 0.962402
0.00293, 0.220703, 0.979492
-0.024902, 0.191406, 0.970215
0.001465, 0.206055, 0.986816
-0.005859, 0.21582, 0.974121
-0.036621, 0.19043, 0.972656
0.016602, 0.231934, 0.990234
-0.038086, 0.186035, 0.978516
0.004395, 0.214355, 0.989258
-0.022461, 0.196289, 0.976074
-0.01123, 0.204102, 0.991699
0.008789, 0.228516, 0.984375
-0.041016, 0.188965, 0.966797
-0.015137, 0.191406, 0.987305
0.008301, 0.225586, 0.988281
-0.041504, 0.181152, 0.975098
0.011719, 0.231934, 0.987305
-0.021973, 0.197266, 0.973633
0.005371, 0.208008, 0.980469
-0.002441, 0.215332, 0.96875
-0.029785, 0.189941, 0.974121
0.009766, 0.229492, 0.992188
-0.037598, 0.19043, 0.973633
0.003418, 0.22168, 0.987305
-0.02002, 0.194824, 0.970703
-0.010254, 0.203125, 0.950195
0.006348, 0.192383, 0.986328
-0.010742, 0.20166, 0.971191
-0.022461, 0.204102, 0.980469
0.003906, 0.222656, 0.983398
-0.037109, 0.188477, 0.972168
0.014648, 0.225586, 0.98584
-0.025391, 0.195313, 0.976563
0.003418, 0.210938, 0.980957
-0.004395, 0.200684, 0.97168
-0.02832, 0.194336, 0.98291
0.01123, 0.229492, 0.990723
-0.038574, 0.182617, 0.978027
0.012695, 0.220215, 0.987305
-0.019531, 0.198242, 0.969238
-0.005371, 0.183594, 0.974121
0.030273, 0.212402, 0.984375
-0.022461, 0.202148, 0.977539
-0.019043, 0.211426, 0.98877
0.001953, 0.21875, 0.978516
-0.038574, 0.184082, 0.96875
0.016602, 0.225098, 0.981445
-0.028809, 0.194824, 0.97168
0, 0.225586, 0.989746
-0.01416, 0.193359, 0.976074
-0.023438, 0.200195, 0.98291
0.012207, 0.226074, 0.989746
-0.043457, 0.189941, 0.979981
0.015625, 0.219727, 0.991211
-0.016602, 0.249512, 0.987793
-0.001953, 0.186523, 0.969727
0, 0.214355, 0.987793
-0.025879, 0.183594, 0.972656
-0.013184, 0.212891, 0.995606
0.004395, 0.216309, 0.989746
-0.041992, 0.189941, 0.975586
0.020508, 0.228027, 0.994629
-0.036133, 0.187988, 0.979004
0, 0.22168, 0.995606
-0.01709, 0.195801, 0.973633
-0.021973, 0.208496, 0.985352
0.016602, 0.230957, 0.984863
-0.040527, 0.185059, 0.975098
0.020508, 0.223633, 0.981445
-0.022949, 0.22998, 0.986816
-0.045898, 0.182617, 0.974609
0.00293, 0.226563, 0.991699
-0.026367, 0.192383, 0.967285
-0.010742, 0.218262, 0.983398
0.003418, 0.210449, 0.974121
-0.037598, 0.187988, 0.974609
0.019043, 0.227051, 0.990234
-0.04248, 0.187012, 0.969238
-0.001953, 0.217773, 0.990234
-0.019043, 0.193848, 0.970215
-0.01709, 0.205078, 0.98584
0.016113, 0.22998, 0.991699
-0.043457, 0.1875, 0.969727
0.019531, 0.203613, 0.981934
0.015625, 0.224121, 0.990234
-0.041992, 0.182129, 0.975586
0.014648, 0.221191, 0.98877
-0.019531, 0.19043, 0.975098
-0.000488, 0.212402, 0.986328
-0.002441, 0.209473, 0.979981
-0.03418, 0.191406, 0.978027
0.015137, 0.219727, 0.992676
-0.04248, 0.193359, 0.973633
-0.000977, 0.221191, 0.984863
-0.019043, 0.203613, 0.958496
-0.012695, 0.212891, 0.97168
0.007813, 0.224121, 0.977539
-0.039551, 0.203613, 0.966309
-0.01416, 0.206543, 0.980957
0.005371, 0.226563, 0.985352
-0.041016, 0.188965, 0.972168
0.019043, 0.230957, 0.993652
-0.022949, 0.1875, 0.978516
0.003418, 0.206543, 0.988281
-0.010254, 0.197754, 0.973633
-0.030762, 0.187988, 0.990234
0.006836, 0.221191, 0.998047
-0.041016, 0.18457, 0.986816
0.008301, 0.217285, 0.987793
-0.013672, 0.195313, 0.973633
-0.006348, 0.205078, 0.957031
0.001465, 0.190918, 0.978516
-0.009766, 0.195801, 0.971191
-0.012207, 0.20166, 0.986328
0.003906, 0.228027, 0.979004
-0.036621, 0.193359, 0.97168
0.02002, 0.232422, 0.981934
-0.029297, 0.18457, 0.970215
-0.001465, 0.211914, 0.989258
-0.01709, 0.203613, 0.976563
-0.021973, 0.197266, 0.983398
0.006836, 0.231445, 0.98877
-0.039063, 0.1875, 0.97168
0.011719, 0.21875, 0.993652
-0.02002, 0.188477, 0.999023
-0.008301, 0.178223, 0.965332
0.019531, 0.213379, 0.980957
-0.021973, 0.189941, 0.972168
-0.006836, 0.214844, 0.979492
0.001465, 0.226563, 0.980957
-0.033203, 0.188965, 0.975098
0.017578, 0.227539, 0.992188
-0.030762, 0.188965, 0.972168
0.001953, 0.206543, 0.989746
-0.01709, 0.205566, 0.981445
-0.015625, 0.197266, 0.990234
0.013184, 0.234375, 0.998535
-0.037109, 0.191406, 0.975098
0.013184, 0.224121, 0.98584
-0.020508, 0.223145, 0.98584
-0.037598, 0.183105, 0.977539
0.003906, 0.216309, 0.986816
-0.020996, 0.201172, 0.975098
-0.007813, 0.206055, 0.983398
-0.004395, 0.223145, 0.969727
-0.037109, 0.195801, 0.972168
0.017578, 0.23877, 0.991699
-0.038086, 0.187988, 0.977539
0, 0.21582, 0.98584
-0.015137, 0.204102, 0.972168
-0.01123, 0.199707, 0.995606
0.009277, 0.222656, 0.985352
-0.04248, 0.18457, 0.939941
0.012207, 0.196777, 0.983887
-0.027344, 0.227539, 0.986328
-0.043457, 0.183594, 0.966309
0.010742, 0.226074, 0.98584
-0.019043, 0.196777, 0.981934
-0.010254, 0.210449, 0.979004
-0.001953, 0.212891, 0.96875
-0.036621, 0.196289, 0.975586
0.013672, 0.22998, 0.98291
-0.041992, 0.185547, 0.974121
0, 0.221191, 0.980469
-0.013184, 0.202148, 0.972168
-0.009766, 0.216309, 0.981445
0.007813, 0.220703, 0.979981
-0.041504, 0.185059, 0.969727
0.013672, 0.204102, 0.984863
0.008301, 0.225098, 0.987305
